nytimes|911391425358688257|2017-09-23 00:47:03|b'Pete Turner, a photographer whose intense colors conveyed a phantasmagorical reality, died at 83\xe2\x80\xa6 https://t.co/QiWGvBQVzm'
nytimes|911387652796149760|2017-09-23 00:32:03|"b""Read the full text of Kim Jong-un's response to Donald Trump: https://t.co/aV7ZxVyfTB"""
nytimes|911383879705034752|2017-09-23 00:17:04|"b""RT @JulietMacur: Three teams announced yesterday that they'd install extra protective netting. Still waiting to hear from Yankees. And wait\xe2\x80\xa6"""
nytimes|911380111978622976|2017-09-23 00:02:05|b'Betsy DeVos reverses Obama-era policy on campus sexual assault investigations https://t.co/G2mPSpb9PH'
nytimes|911376330213781504|2017-09-22 23:47:04|b'\xe2\x80\x9cAm I at war with Fox?\xe2\x80\x9d the lawyer Douglas Wigdor repeated the question he was asked. \xe2\x80\x9cYeah, I guess I am.\xe2\x80\x9d https://t.co/9WqsoNmu6K'
